Year,Month,District,Rainfall_mm,SoilMoisture,Temperature_C,Humidity_%,NDVI,Evapotranspiration_mm,GroundwaterLevel_m,Drought_Index,Crop_Yield_Loss_%
2017,2,Bardiya,211.14,0.34,25,85.2,0.62,40.75,4.79,0.22,6.72
2017,2,Kailali,131.75,0.44,16.1,89.5,0.5,62.25,14.95,0.4,12.88
2017,2,Kanchanpur,94.1,0.16,32.2,43.2,0.73,106.28,13.24,0.67,25.41
2017,3,Jhapa,256.21,0.33,19.4,52.2,0.67,142.75,13.67,0.26,2.45
2017,3,Morang,129.6,0.25,18.6,57.1,0.77,41.01,11.9,0.51,8.78
2017,3,Sunsari,229.49,0.07,19.7,41.5,0.47,108.03,12.11,0.33,7.16
2017,3,Saptari,61,0.34,33.7,47.5,0.34,49.85,3.14,0.28,5.8
2017,3,Siraha,3.21,0.29,35.8,87,0.29,117.69,9.46,0.82,19.07
2017,3,Dhanusha,319.25,0.39,29.7,85.6,0.69,65.61,4.72,0.08,0.23
2017,3,Mahottari,293.73,0.09,34.9,68.4,0.41,58.78,10.1,0.27,5.17
2017,3,Sarlahi,215.3,0.15,37.1,42.3,0.77,20.54,6.39,0.43,13.31
2017,3,Rautahat,340.1,0.4,26.9,58.2,0.7,111.44,8.49,0.1,0.21
2017,3,Bara,106.49,0.15,27.9,70.7,0.3,42.72,2.14,0.6,18.79
2017,3,Parsa,397.74,0.41,31.2,58.4,0.67,74.19,5.88,0,1.84
2017,3,Chitwan,32.57,0.3,19,87.9,0.66,44.7,4.97,0.62,28.52
2017,3,Nawalparasi,42.16,0.25,16.4,49.7,0.25,102.36,10.2,0.64,16.4
2017,3,Rupandehi,348.99,0.33,21.9,47.4,0.35,118.06,11.54,0.04,1.88
2017,3,Kapilvastu,139.68,0.14,21.8,79,0.37,146.88,11.75,0.58,8.8
2017,3,Dang,110.97,0.05,16.3,42.5,0.53,57.11,4.51,0.37,5.59
2017,3,Banke,350.35,0.29,17.5,49.4,0.66,118.26,5.76,0.05,1.26
2017,3,Bardiya,325.59,0.18,34.5,73.6,0.23,84.91,4.33,0.08,1.76
2017,3,Kailali,398.89,0.22,17.3,51.6,0.39,135.9,11.95,0,1.03
2017,3,Kanchanpur,381.44,0.3,18.9,57.2,0.54,78.67,12.66,0.03,1.04
2017,4,Jhapa,349.99,0.37,30.5,85.4,0.36,146.14,9.13,0.09,1.92
2017,4,Morang,86.29,0.44,33.8,44.9,0.77,47.61,7.6,0.24,2.96
2017,4,Sunsari,54.79,0.16,36.9,77,0.6,60.9,14.41,0.44,9.16
2017,4,Saptari,362.79,0.42,32.3,73.6,0.35,149.56,6.23,0.06,1.1
2017,4,Siraha,337.92,0.12,29,83.6,0.43,51.76,2.15,0.13,1.54
2017,4,Dhanusha,54.35,0.4,28.8,57.9,0.57,127.72,8.62,0.56,13.9
2017,4,Mahottari,55.52,0.28,27.7,80.3,0.38,98.01,7.71,0.45,14.63
2017,4,Sarlahi,223.79,0.42,26.9,58.3,0.73,87.67,9.25,0.25,2.12
2017,4,Rautahat,160.07,0.42,20.1,54.2,0.27,127.93,9.5,0.21,5.05
2017,4,Bara,172.96,0.26,28.6,81.7,0.69,71.27,10.79,0.38,4.03
2017,4,Parsa,337.51,0.15,23.1,69.2,0.56,135.15,12.28,0.12,1.28
2017,4,Chitwan,393.49,0.23,34.4,64.8,0.69,138.04,14.84,0.01,0.55
2017,4,Nawalparasi,78.25,0.23,34.6,65.5,0.7,63.68,2.61,0.34,5.24
2017,4,Rupandehi,189.64,0.08,33.3,83,0.37,103.95,3.32,0.39,5.55
2017,4,Kapilvastu,295.71,0.21,29.5,79.4,0.31,148.1,12.35,0.12,1.2
2017,4,Dang,61.35,0.06,28.5,56.9,0.29,121.46,7.41,0.9,27.88
2017,4,Banke,29.46,0.45,37,54.8,0.28,63.27,7.08,0.32,4.83
2017,4,Bardiya,373.79,0.34,37,83.3,0.72,118.09,11.06,0.03,0.03
2017,4,Kailali,273.66,0.13,29.9,41.9,0.51,147.65,8.63,0.14,0.27
2017,4,Kanchanpur,105.68,0.42,37.1,64,0.64,27.39,2.31,0.22,5.75
2017,5,Jhapa,399.87,0.4,36.5,41.4,0.57,131.69,6.16,0,1.27
2017,5,Morang,367.3,0.14,31.8,56.5,0.6,40.56,4.55,0.07,1.99
2017,5,Sunsari,302.77,0.07,24.4,59.5,0.6,42.29,3.55,0.18,1.35
2017,5,Saptari,114.62,0.31,37.3,73.2,0.2,137.31,7.63,0.55,9.96
2017,5,Siraha,340.41,0.28,17.2,68.5,0.28,122.61,4.98,0.07,1.61
2017,5,Dhanusha,171.23,0.17,33.1,51.3,0.64,103.99,6.84,0.36,5.91
2017,5,Mahottari,206.36,0.38,28.2,74.6,0.78,22.01,14.98,0.28,4
2017,5,Sarlahi,333.07,0.18,26.7,56.2,0.68,118.88,6.34,0.12,1.64
2017,5,Rautahat,265.12,0.42,25.1,59.4,0.41,136.31,10.88,0.16,0.01
2017,5,Bara,22.91,0.34,23.1,56.9,0.24,99.6,6.2,0.39,6.41
2017,5,Parsa,191.67,0.34,21.4,74.9,0.25,75.18,2.71,0.24,5.97
2017,5,Chitwan,383.7,0.31,21.3,55.7,0.31,50.26,4.88,0.03,0.6
2017,5,Nawalparasi,38.94,0.41,35.4,43.1,0.57,28.05,12.45,0.51,10.62
2017,5,Rupandehi,42.57,0.18,24.9,83,0.41,41.48,3.46,0.58,8.13
2017,5,Kapilvastu,145.27,0.14,26.2,69.9,0.22,98.04,5.23,0.31,7.56
2017,5,Dang,245.65,0.37,20.3,88.8,0.48,145.05,11.45,0.28,4.75
2017,5,Banke,370.95,0.29,21.1,74.9,0.65,110.76,9.66,0.03,0.37
2017,5,Bardiya,245.43,0.26,24.6,69.7,0.23,132.54,13.25,0.33,5.42
2017,5,Kailali,107.15,0.06,15,53.3,0.24,66.79,4.45,0.54,13.71
2017,5,Kanchanpur,279.86,0.43,19.8,57.6,0.48,148.89,14.11,0.17,0.5
2017,6,Jhapa,127.88,0.15,18.6,51.8,0.48,64.35,11.68,0.44,13.33
2017,6,Morang,294.53,0.17,28.6,54.1,0.58,107.33,4.28,0.11,1.84
2017,6,Sunsari,98.45,0.28,16.7,74.3,0.51,31.37,6.38,0.38,4.25
2017,6,Saptari,165.03,0.16,29.2,72,0.64,53.1,5.89,0.29,6.59
2017,6,Siraha,386.09,0.14,30,73.3,0.74,80.06,6.12,0.03,0.08
2017,6,Dhanusha,12.57,0.19,20.9,87.8,0.33,43.37,11.58,0.59,12.89
2017,6,Mahottari,153.91,0.07,31.5,85.3,0.52,114.07,10.42,0.46,11.51
2017,6,Sarlahi,56.18,0.12,22.9,83.6,0.49,140.34,13.79,0.42,11.73
2017,6,Rautahat,89.01,0.34,23.8,82.1,0.76,47.89,3.84,0.41,10.57
2017,6,Bara,286.76,0.38,18.6,69.1,0.73,108.09,10.47,0.2,6.08
2017,6,Parsa,305.95,0.22,18.1,51.2,0.52,117.25,4,0.22,7.24
2017,6,Chitwan,278.62,0.16,18.9,61.4,0.73,40.92,6.47,0.28,3.63
2017,6,Nawalparasi,190.46,0.19,36,65.1,0.6,66.73,6.65,0.47,11.57
2017,6,Rupandehi,13.47,0.42,20.1,48.3,0.62,121.1,12.76,0.34,4.11
2017,6,Kapilvastu,214.68,0.08,33.5,56.6,0.49,40.6,11.34,0.43,11.16
2017,6,Dang,45.8,0.23,20.4,87.4,0.77,66.98,9.44,0.58,11.62
2017,6,Banke,157.49,0.19,18.7,56.6,0.76,124.1,4.87,0.34,6.27
2017,6,Bardiya,365.96,0.26,27.8,80.1,0.59,119.08,14.21,0.05,2
2017,6,Kailali,373.82,0.38,16.1,79.7,0.27,135.04,2.36,0.05,0.46
2017,6,Kanchanpur,339.94,0.22,23.2,43.7,0.32,26.36,11.69,0.06,0.81
2017,7,Jhapa,377.87,0.17,33.3,41.5,0.24,89.72,6.54,0.04,1.55
2017,7,Morang,262.32,0.43,15.2,49.5,0.36,111.47,13.33,0.23,4.45
2017,7,Sunsari,28.29,0.05,19.9,64,0.24,66.72,7.72,0.8,16.94
2017,7,Saptari,56.93,0.24,15.2,80.7,0.34,67.98,3.54,0.59,11.97
2017,7,Siraha,80.48,0.35,25.9,43.9,0.49,103.88,2.58,0.44,14.38
2017,7,Dhanusha,130.74,0.22,24.9,48.7,0.61,20.09,14.47,0.59,14.34
2017,7,Mahottari,99.45,0.41,15.1,52,0.79,24.67,3.57,0.26,2.3
2017,7,Sarlahi,175.49,0.26,17.4,86.1,0.24,24.14,5.34,0.28,5.63
2017,7,Rautahat,155.94,0.36,19.4,84.9,0.24,92.06,12.69,0.3,2.99
2017,7,Bara,218.48,0.17,17.5,70.3,0.6,56.46,12.97,0.3,5.72
2017,7,Parsa,343.55,0.28,32.8,70.4,0.38,85.4,2.25,0.05,0.83
2017,7,Chitwan,213.5,0.35,31.8,40.9,0.58,27.37,13.74,0.17,0.91
2017,7,Nawalparasi,321.31,0.24,33.8,77.2,0.48,104.1,6.72,0.17,1.17
2017,7,Rupandehi,101.67,0.34,19.4,80.6,0.63,58.18,5.62,0.31,7.36
2017,7,Kapilvastu,325.48,0.33,36.2,55.3,0.29,55.01,5.82,0.1,1.97
2017,7,Dang,131.21,0.33,21.2,58.2,0.37,94.15,4.51,0.51,14.64
2017,7,Banke,23.18,0.43,22.3,49.7,0.71,88.89,4.97,0.52,9.08
2017,7,Bardiya,277.98,0.44,19.2,80.3,0.27,70.32,7.12,0.19,1.21
2017,7,Kailali,187.56,0.07,36.2,42.8,0.42,106.91,10.68,0.58,11.84
2017,7,Kanchanpur,1.44,0.09,37,70.6,0.68,37.16,9.99,0.59,13.26
2017,8,Jhapa,0.22,0.22,31.4,40.3,0.31,130.62,10.58,0.79,27.98
2017,8,Morang,341.97,0.06,35.4,54.1,0.4,110.82,12.24,0.11,1.03
2017,8,Sunsari,142.57,0.25,28.4,53.7,0.38,149.01,11.58,0.48,11.16
2017,8,Saptari,256.17,0.22,34.8,89.2,0.4,44.42,2.6,0.18,1.83
2017,8,Siraha,143.69,0.14,26.3,43.7,0.37,50.28,10.01,0.44,10.11
2017,8,Dhanusha,203.6,0.2,27.2,58.8,0.39,94.14,3.06,0.26,5.15
2017,8,Mahottari,95,0.23,24.2,49.1,0.58,101.74,7.37,0.31,7.69
2017,8,Sarlahi,232.77,0.44,19.3,55.3,0.24,54.39,7.37,0.25,7.37
2017,8,Rautahat,333.88,0.25,20.7,52.3,0.77,36.26,3.6,0.13,0.19
2017,8,Bara,30.71,0.35,22.2,65.9,0.64,119.16,5.09,0.38,5.17
2017,8,Parsa,207.84,0.4,15.6,46.8,0.39,134.72,5.08,0.18,1.53
2017,8,Chitwan,230.46,0.17,25.7,53.9,0.69,87.69,8.71,0.2,7.95
2017,8,Nawalparasi,317.15,0.35,20.4,60.2,0.39,122.52,6.65,0.11,0.06
2017,8,Rupandehi,145.76,0.11,22.8,47.8,0.68,83.84,7.96,0.64,19.34
2017,8,Kapilvastu,71.03,0.07,15.3,89.5,0.49,73.2,5.58,0.41,14.85
2017,8,Dang,159.2,0.37,19.8,40.9,0.35,93.89,2.05,0.38,7.58
2017,8,Banke,56.89,0.14,27.1,81.1,0.61,60.54,5.11,0.44,12.32
2017,8,Bardiya,65.11,0.32,36.4,53.5,0.34,31.31,14.74,0.58,8.47
2017,8,Kailali,110.27,0.24,20.3,67.4,0.8,25.59,7.87,0.58,13.19
2017,8,Kanchanpur,186.78,0.26,37.7,40,0.73,60.1,9.17,0.38,7.12
2017,9,Jhapa,163.83,0.12,31.4,86.3,0.33,117.36,6.07,0.58,13.12
2017,9,Morang,178.17,0.39,29.4,53.2,0.79,116.55,11.46,0.3,3.31
2017,9,Sunsari,201.94,0.17,15.4,54.2,0.63,50.66,7.17,0.24,3.22
2017,9,Saptari,79.85,0.08,22.8,87,0.25,90.24,2.26,0.79,22.44
2017,9,Siraha,386.59,0.17,21,70.5,0.26,137.64,9.63,0.02,1.27
2017,9,Dhanusha,358.34,0.41,34.1,58.4,0.66,134.04,13.39,0.05,0.26
2017,9,Mahottari,389.36,0.33,23.5,81.3,0.47,109.33,6.69,0.02,1.08
2017,9,Sarlahi,59.23,0.41,21.9,82.2,0.29,131.54,5.11,0.48,13.83
2017,9,Rautahat,118.51,0.42,20,87.2,0.24,141.75,4.15,0.31,2.96
2017,9,Bara,329.59,0.08,25.2,70,0.24,62.87,6.57,0.17,1.88
2017,9,Parsa,390.36,0.12,22.6,60.2,0.55,42.28,11.24,0.01,1.82
2017,9,Chitwan,379.83,0.3,23.4,53.1,0.63,129.04,12.41,0.03,1.94
2017,9,Nawalparasi,166.79,0.23,23.9,54.7,0.39,117.86,2.16,0.43,8.39
2017,9,Rupandehi,56.65,0.1,21.4,56.9,0.66,146.02,8.69,0.49,10.36
2017,9,Kapilvastu,331.67,0.08,17.1,86.3,0.41,78.29,12.37,0.1,1.14
2017,9,Dang,212.51,0.25,19.9,50.5,0.47,140.07,7.11,0.29,4.56
2017,9,Banke,134.92,0.26,28.8,73.3,0.46,118.61,9.6,0.45,13.6
2017,9,Bardiya,345.17,0.4,19.7,82.1,0.57,113.16,3.9,0.08,0.52
2017,9,Kailali,72.19,0.37,18.7,47.2,0.65,39.26,6.92,0.59,10.8
2017,9,Kanchanpur,108.29,0.44,17.5,45.5,0.44,108,3.23,0.47,11.98
2017,10,Jhapa,57.31,0.31,35.9,88.1,0.7,147.8,9.52,0.7,26.65
2017,10,Morang,121.97,0.22,24.1,76.5,0.23,127.86,2.32,0.62,29.68
2017,10,Sunsari,162.83,0.05,21.7,67.2,0.41,145.41,10.59,0.3,7.93
2017,10,Saptari,50.82,0.21,15.8,75,0.66,41.16,9.73,0.52,11.74
2017,10,Siraha,146.6,0.3,32.6,57.9,0.31,98.11,11.54,0.49,8.6
2017,10,Dhanusha,65,0.16,36.5,49,0.41,34,3.08,0.68,18.69
2017,10,Mahottari,51,0.25,23,84.4,0.7,134.54,8.15,0.76,21.73
2017,10,Sarlahi,180.18,0.31,18.7,77.5,0.23,40.81,5.27,0.3,2.6
2017,10,Rautahat,69.4,0.1,36.3,82.6,0.61,81.53,3.23,0.65,23.58
2017,10,Bara,43.3,0.29,30.4,80.9,0.44,138.46,2.66,0.75,17.29
2017,10,Parsa,221.52,0.29,37.7,80.5,0.55,123.61,4,0.33,7.49
2017,10,Chitwan,304.43,0.44,36.5,72,0.33,80.44,13.85,0.13,1.54
2017,10,Nawalparasi,185.48,0.09,23.1,42.8,0.6,121,7.81,0.53,8.05
2017,10,Rupandehi,253.27,0.42,26.4,79.3,0.76,66.03,13.52,0.14,1.88
2017,10,Kapilvastu,384.7,0.37,22.4,42.3,0.74,107.07,4.11,0.02,0.24
2017,10,Dang,146.34,0.36,29.2,47.9,0.52,20.48,7.66,0.25,3.35
2017,10,Banke,181.83,0.45,35.2,46.5,0.39,97.16,8.53,0.17,0.39
2017,10,Bardiya,395.92,0.22,26.6,49.6,0.59,44.9,4.89,0.01,0.63
2017,10,Kailali,153.79,0.13,36.3,75.2,0.63,136.72,13.03,0.42,8.09
2017,10,Kanchanpur,97.1,0.3,19.3,47.8,0.28,102.23,10.12,0.45,11.47
2017,11,Jhapa,140.97,0.08,31.5,63.8,0.79,116.19,12.97,0.57,8.51
2017,11,Morang,38.23,0.34,20.9,64.3,0.43,111.4,13.76,0.71,20.24
2017,11,Sunsari,384.64,0.26,17.8,77.4,0.51,131.88,8.99,0.02,0.17
2017,11,Saptari,219.18,0.27,21.5,80.5,0.32,56.26,7.73,0.3,5.98
2017,11,Siraha,331.6,0.12,27.7,54,0.45,94.22,10.42,0.18,0.29
2017,11,Dhanusha,367.7,0.42,17.4,87.9,0.62,24.32,2.61,0.03,1.24
2017,11,Mahottari,277.94,0.18,30.4,80.9,0.71,133.22,2.27,0.27,5.59
2017,11,Sarlahi,341.28,0.29,26,83.3,0.27,51.15,8.38,0.06,0.4
2017,11,Rautahat,321.25,0.25,33.1,57.4,0.66,95.27,4.86,0.12,0.42
2017,11,Bara,65.63,0.05,16.9,89.3,0.66,24.35,7.2,0.42,10.09
2017,11,Parsa,318.1,0.35,21.3,61.8,0.59,84.83,10.11,0.08,0.59
2017,11,Chitwan,212.39,0.45,22.6,44.3,0.33,78.3,8.82,0.31,3.65
2017,11,Nawalparasi,322.39,0.22,24.5,48.7,0.6,120.52,14.82,0.12,1.1
2017,11,Rupandehi,138.22,0.12,35.3,67.5,0.53,130.82,14.81,0.29,3.63
2017,11,Kapilvastu,47.26,0.19,15.8,45.3,0.71,22.33,9.7,0.57,11.11
2017,11,Dang,3.02,0.15,27.7,88.5,0.25,99.94,10.74,0.99,21.24
2017,11,Banke,359.81,0.28,33.2,56.9,0.42,96.14,7.24,0.04,0.45
2017,11,Bardiya,291.06,0.17,23.8,59.1,0.42,133.15,4.22,0.27,7.54
2017,11,Kailali,355.15,0.06,36.8,89.6,0.74,74.32,10.49,0.12,1.38
2017,11,Kanchanpur,221.98,0.09,34.6,52.8,0.28,53.45,13.36,0.34,3.93
2017,12,Jhapa,298.03,0.23,32.5,52.5,0.34,74.54,6.14,0.2,5.65
2017,12,Morang,125.77,0.18,37,89.8,0.52,80.07,8.54,0.59,12.41
2017,12,Sunsari,261.44,0.33,22.2,57.2,0.48,43.93,10.91,0.27,6.13
2017,12,Saptari,299.32,0.14,24.3,55.9,0.48,41.65,2.9,0.24,7.85
2017,12,Siraha,217.96,0.31,24.8,44.5,0.5,90.62,8.65,0.18,1.39
2017,12,Dhanusha,162,0.13,27.3,50.4,0.65,95.33,4.88,0.61,17.5
2017,12,Mahottari,14.8,0.22,25,73.5,0.34,119.35,7.02,0.66,20.21
2017,12,Sarlahi,256.03,0.29,35.9,57.7,0.21,28.84,11.39,0.18,0.77
2017,12,Rautahat,394.61,0.14,19.2,86.1,0.55,56.33,6.43,0.01,0.07
2017,12,Bara,10.5,0.26,22.7,41.7,0.41,52.22,3.75,0.77,23.38
2017,12,Parsa,395.08,0.31,32.9,76.2,0.24,21.93,9.8,0.01,0
2017,12,Chitwan,157.95,0.21,23.8,56.2,0.29,118.01,4.8,0.35,6.45
2017,12,Nawalparasi,268.5,0.05,32.6,60.4,0.74,26.71,9.69,0.32,6.85
2017,12,Rupandehi,31.39,0.32,29.1,73.9,0.59,125.75,5.73,0.45,13.85
2017,12,Kapilvastu,297.33,0.12,37,65.2,0.4,112.78,11.8,0.15,1.44
2017,12,Dang,51.49,0.16,20.4,54.4,0.51,53.96,9.11,0.68,25.04
2017,12,Banke,0.39,0.2,29,89.3,0.66,23.69,5.36,0.54,12.66
2017,12,Bardiya,104.73,0.36,26.7,84.3,0.27,103.64,14.56,0.54,8.33
2017,12,Kailali,276.12,0.25,22.3,50.6,0.41,65.01,13.99,0.2,4.84
2017,12,Kanchanpur,151.21,0.22,24.4,78,0.2,55.23,8.48,0.26,2.07
2018,1,Jhapa,227.79,0.2,30.3,80.2,0.6,52.23,3.35,0.23,6.97
2018,1,Morang,211.91,0.12,21,63.2,0.66,104.93,14.29,0.21,3.87
2018,1,Sunsari,20.87,0.33,20.9,81.5,0.39,45.56,6.02,0.71,16.76
2018,1,Saptari,230.69,0.09,28.5,43.1,0.58,135.03,13.18,0.27,2.11
2018,1,Siraha,346.68,0.07,18.5,74.3,0.27,43.62,12.44,0.13,1.21
2018,1,Dhanusha,274.78,0.42,24,88.8,0.2,103.17,13.28,0.19,1.09
2018,1,Mahottari,145.56,0.38,34.5,62.3,0.29,102.09,4.25,0.25,6.83
2018,1,Sarlahi,351.71,0.37,28.1,50.4,0.69,39.87,4.53,0.04,0.42
2018,1,Rautahat,310.41,0.41,27.9,70.6,0.77,114.64,9.33,0.1,1.54
2018,1,Bara,339.81,0.09,18.9,57.8,0.36,136.32,14.28,0.14,1.48
2018,1,Parsa,369.54,0.27,25.9,40.8,0.7,90.99,7.91,0.03,1.03
2018,1,Chitwan,5.16,0.3,16.7,75.5,0.64,100.9,7.95,0.79,23.16
2018,1,Nawalparasi,397.23,0.15,27.8,66,0.71,22.19,4.65,0,1.9
2018,1,Rupandehi,220.9,0.08,24.4,78.6,0.51,74.99,11.11,0.39,6.16
2018,1,Kapilvastu,184.1,0.22,31.2,68.7,0.53,133.16,8.25,0.22,4.67
2018,1,Dang,51.52,0.38,24.7,60,0.63,75.83,2.01,0.47,9.06
2018,1,Banke,59,0.21,22.4,77.7,0.32,36.09,11.47,0.49,12.26
2018,1,Bardiya,106,0.25,25.7,83.6,0.41,56.09,4.42,0.41,14.8
2018,1,Kailali,333.32,0.22,31.6,51,0.5,31.1,12.69,0.1,1.38
2018,1,Kanchanpur,282.73,0.26,30.9,42,0.48,111.33,2.43,0.22,3.24
2018,2,Jhapa,358.54,0.35,34.1,52.2,0.47,79.75,8.94,0.04,0.47
2018,2,Morang,293.4,0.38,35.9,77.6,0.51,73.89,12.8,0.17,0.26
2018,2,Sunsari,346.91,0.31,35.3,77.4,0.25,108.34,3.15,0.05,0.38
2018,2,Saptari,251.38,0.06,28.8,64.2,0.29,38.51,3.96,0.42,10.1
2018,2,Siraha,46.21,0.1,20.9,70.1,0.2,55.85,10.04,0.87,22.55
2018,2,Dhanusha,387.81,0.1,34.9,46.2,0.43,70.31,6.53,0.02,0.11
2018,2,Mahottari,191.4,0.36,35.1,64.9,0.78,122.09,10.1,0.35,4.59
2018,2,Sarlahi,349.96,0.35,18.7,84.9,0.61,76.04,9.75,0.04,1.44
2018,2,Rautahat,261.03,0.43,34.9,83.3,0.28,21.51,7,0.18,0.97
2018,2,Bara,92.05,0.33,25.9,52.1,0.65,41.45,5.11,0.61,23.95
2018,2,Parsa,219.39,0.17,33.7,70.3,0.41,105.91,14.33,0.2,6.08
2018,2,Chitwan,96.86,0.38,15.3,70.2,0.35,70.37,4.55,0.27,6.2
2018,2,Nawalparasi,223.2,0.21,21.8,57.6,0.46,57.86,4.88,0.2,7.03
2018,2,Rupandehi,240.93,0.31,21.8,44.1,0.77,54.05,11.26,0.3,5.78
2018,2,Kapilvastu,265.94,0.23,28.1,78.4,0.31,76.36,11.96,0.31,7.19
2018,2,Dang,95.02,0.19,15.1,78,0.25,36.47,5.82,0.34,3.2
2018,2,Banke,204.1,0.37,32.4,68.5,0.55,84.98,14.11,0.34,2.87
2018,2,Bardiya,193.13,0.4,16.6,79.6,0.59,34.69,12.66,0.24,2.6
2018,2,Kailali,201.44,0.31,32.8,84.6,0.49,137.77,7.68,0.25,3.65
2018,2,Kanchanpur,233.1,0.22,15.1,61.1,0.38,132.83,7.57,0.24,2.28
2018,3,Jhapa,195.76,0.16,26.3,81.7,0.43,138.23,9.33,0.26,4.4
2018,3,Morang,274.75,0.14,35,66.9,0.25,78.32,5.11,0.17,0.24
2018,3,Sunsari,120.02,0.34,36.5,84.4,0.63,66.19,9.8,0.42,10.82
2018,3,Saptari,108.01,0.1,18,62.7,0.5,115.18,10.54,0.46,11.18
2018,3,Siraha,291.72,0.3,29.4,80.4,0.32,60.64,6.48,0.19,1.98
2018,3,Dhanusha,310.04,0.15,16.3,45.9,0.66,73.28,4.86,0.12,0.63
2018,3,Mahottari,5.13,0.22,22.8,52.2,0.62,146.97,4.69,0.71,22.06
2018,3,Sarlahi,134.92,0.24,31,79.7,0.41,33.55,11.49,0.25,4.86
2018,3,Rautahat,99.06,0.1,27.1,51,0.32,68.64,12.11,0.47,12.98
2018,3,Bara,322.5,0.32,20.1,47.2,0.52,99.83,4.6,0.09,1.45
2018,3,Parsa,212.47,0.33,25.7,71.1,0.24,140.28,11.03,0.37,2.34
2018,3,Chitwan,257.45,0.21,37.6,84.1,0.28,116.09,7.47,0.25,7.35
2018,3,Nawalparasi,286.9,0.27,36.6,73.8,0.75,26.8,4.5,0.21,7.51
2018,3,Rupandehi,368.74,0.22,15.9,59.2,0.59,45.31,9.18,0.07,0.16
2018,3,Kapilvastu,223.21,0.42,26.2,78.9,0.22,95.52,6.23,0.26,3.74
2018,3,Dang,187.97,0.35,35.9,72.2,0.42,148.62,3.95,0.35,6.94
2018,3,Banke,13.91,0.14,29.6,68.8,0.23,33.23,5.78,0.75,25.94
2018,3,Bardiya,6.39,0.24,29.4,70.3,0.44,28.79,9.94,0.68,21.32
2018,3,Kailali,202.42,0.33,19.8,43.4,0.61,40.99,7.11,0.35,6.82
2018,3,Kanchanpur,327.65,0.27,37.3,70.3,0.77,149.81,3.32,0.16,0.26
2018,4,Jhapa,163.03,0.26,22.1,66.6,0.23,112.01,14.56,0.34,3.49
2018,4,Morang,131.83,0.43,23.4,73.8,0.75,131.24,8.87,0.38,5.46
2018,4,Sunsari,280.13,0.31,18.7,67.7,0.62,20.42,11.23,0.24,4.18
2018,4,Saptari,103.9,0.37,24.3,48.4,0.49,23.6,7.22,0.55,8.97
2018,4,Siraha,110.46,0.15,16.1,63.1,0.48,87.94,9.42,0.47,13.18
2018,4,Dhanusha,347.81,0.07,29.1,69.5,0.72,25.34,8.45,0.09,0.26
2018,4,Mahottari,76.36,0.15,33.1,77.3,0.54,61.05,11.94,0.58,11.89
2018,4,Sarlahi,138.16,0.25,30.3,54.6,0.41,101.77,5.26,0.4,9.51
2018,4,Rautahat,124.27,0.42,34.2,72.5,0.54,93.3,2.73,0.31,4.41
2018,4,Bara,131.25,0.29,34.3,50.3,0.23,98.92,9.33,0.35,6.88
2018,4,Parsa,258.57,0.27,32.6,74.5,0.27,77.67,14.97,0.2,2.25
2018,4,Chitwan,273.72,0.18,17.2,46.3,0.77,33.71,14.91,0.2,4.6
2018,4,Nawalparasi,68.36,0.17,26.8,41,0.67,146.23,6.66,0.35,2.26
2018,4,Rupandehi,246.67,0.33,24.1,64.7,0.31,59.78,10.53,0.26,7.32
2018,4,Kapilvastu,297.37,0.14,34.4,76.8,0.29,62.89,9.69,0.12,1.27
2018,4,Dang,106.47,0.43,31.2,77.6,0.33,114.35,11.05,0.29,2.05
2018,4,Banke,366.35,0.33,23.1,57.7,0.67,110.46,9.47,0.05,0.24
2018,4,Bardiya,368.42,0.26,29.4,80.5,0.45,121.51,6.43,0.06,1.17
2018,4,Kailali,43.18,0.33,26,63.8,0.62,89.08,3.75,0.55,14.92
2018,4,Kanchanpur,385.82,0.35,21.9,70.2,0.77,121.26,6.74,0.01,1.48
2018,5,Jhapa,170.67,0.09,33.5,86.6,0.31,79.54,11.13,0.49,9
2018,5,Morang,25.09,0.21,29.1,71.4,0.67,139.72,2.01,0.44,12.26
2018,5,Sunsari,2.77,0.36,18.4,54.5,0.74,40.17,11.94,0.47,12.82
2018,5,Saptari,222.9,0.29,19.8,52,0.38,33.98,2.07,0.33,4.76
2018,5,Siraha,206.4,0.34,33.3,64,0.24,55.41,12.01,0.24,4.8
2018,5,Dhanusha,72.87,0.21,21.2,87.3,0.23,119.27,5.79,0.59,9.62
2018,5,Mahottari,355.25,0.34,22.5,85.1,0.37,81.79,6.61,0.04,1.3
2018,5,Sarlahi,49.4,0.34,29.1,88.1,0.68,90.52,10.18,0.36,4.35
2018,5,Rautahat,36.78,0.09,24.1,41.1,0.48,45.98,3.07,0.44,13.02
2018,5,Bara,305.84,0.24,34.4,70.6,0.42,111.45,8.35,0.14,0.27
2018,5,Parsa,148.08,0.08,36.8,55,0.7,60.55,14.46,0.68,20.23
2018,5,Chitwan,177.2,0.35,22.1,46.2,0.39,73.31,8.09,0.39,4.96
2018,5,Nawalparasi,7,0.42,23.1,49.1,0.26,118.69,5.84,0.4,10.25
2018,5,Rupandehi,385.04,0.42,17.4,66.5,0.74,135.81,10.25,0.02,1.96
2018,5,Kapilvastu,86.98,0.1,28.9,54.5,0.69,109.52,4.35,0.64,17.06
2018,5,Dang,218.57,0.3,16.7,52.3,0.57,115.72,4.36,0.23,6.48
2018,5,Banke,103.56,0.43,24.4,45.3,0.52,114.16,6.83,0.5,9.97
